year,category,nominee_id,winner,title,song_title,award_type
1981,"Best Writing, Screenplay Based on Material from Another Medium",21390,False,Breaker Morant,,Oscars
1981,"Best Writing, Screenplay Based on Material from Another Medium",25084,False,Coal Miner's Daughter,,Oscars
1981,"Best Writing, Screenplay Based on Material from Another Medium",22725,False,The Elephant Man,,Oscars
1981,"Best Writing, Screenplay Based on Material from Another Medium",22086,False,The Elephant Man,,Oscars
1981,"Best Writing, Screenplay Based on Material from Another Medium",86,False,The Elephant Man,,Oscars
1981,"Best Writing, Screenplay Based on Material from Another Medium",24301,False,The Stunt Man,,Oscars
1981,"Best Writing, Screenplay Based on Material from Another Medium",25197,False,The Stunt Man,,Oscars
1981,"Best Writing, Screenplay Written Directly for the Screen",23238,True,Melvin and Howard,,Oscars
1981,"Best Writing, Screenplay Written Directly for the Screen",25081,False,Brubaker,,Oscars
1981,"Best Writing, Screenplay Written Directly for the Screen",25165,False,Brubaker,,Oscars
1981,"Best Writing, Screenplay Written Directly for the Screen",23273,False,Fame,,Oscars
1981,"Best Writing, Screenplay Written Directly for the Screen",23352,False,My American Uncle,,Oscars
1981,"Best Writing, Screenplay Written Directly for the Screen",24470,False,Private Benjamin,,Oscars
1981,"Best Writing, Screenplay Written Directly for the Screen",25413,False,Private Benjamin,,Oscars
1981,"Best Writing, Screenplay Written Directly for the Screen",24498,False,Private Benjamin,,Oscars
1982,Best Actor in a Leading Role,24,True,On Golden Pond,,Oscars
1982,Best Actor in a Leading Role,21259,False,Atlantic City,,Oscars
1982,Best Actor in a Leading Role,12060,False,Arthur,,Oscars
1982,Best Actor in a Leading Role,36,False,Absence of Malice,,Oscars
1982,Best Actor in a Leading Role,21385,False,Reds,,Oscars
1982,Best Actor in a Supporting Role,26,True,Arthur,,Oscars
1982,Best Actor in a Supporting Role,11146,False,Ragtime,,Oscars
1982,Best Actor in a Supporting Role,189,False,Chariots of Fire,,Oscars
1982,Best Actor in a Supporting Role,11991,False,Reds,,Oscars
1982,Best Actor in a Supporting Role,2002,False,Only When I Laugh,,Oscars
1982,Best Actress in a Leading Role,29,True,On Golden Pond,,Oscars
1982,Best Actress in a Leading Role,199,False,Reds,,Oscars
1982,Best Actress in a Leading Role,4398,False,Only When I Laugh,,Oscars
1982,Best Actress in a Leading Role,264,False,The French Lieutenant's Woman,,Oscars
1982,Best Actress in a Leading Role,99,False,Atlantic City,,Oscars
1982,Best Actress in a Supporting Role,6123,True,Reds,,Oscars
1982,Best Actress in a Supporting Role,520,False,Ragtime,,Oscars
1982,Best Actress in a Supporting Role,172,False,On Golden Pond,,Oscars
1982,Best Actress in a Supporting Role,3199,False,Only When I Laugh,,Oscars
1982,Best Actress in a Supporting Role,22777,False,Absence of Malice,,Oscars
1982,Best Art Direction-Set Decoration,25063,True,Raiders of the Lost Ark,,Oscars
1982,Best Art Direction-Set Decoration,22775,True,Raiders of the Lost Ark,,Oscars
1982,Best Art Direction-Set Decoration,23030,True,Raiders of the Lost Ark,,Oscars
1982,Best Art Direction-Set Decoration,24027,False,Heaven's Gate,,Oscars
1982,Best Art Direction-Set Decoration,22089,False,Heaven's Gate,,Oscars
1982,Best Art Direction-Set Decoration,23296,False,Ragtime,,Oscars
1982,Best Art Direction-Set Decoration,25880,False,Ragtime,,Oscars
1982,Best Art Direction-Set Decoration,25028,False,Ragtime,,Oscars
1982,Best Art Direction-Set Decoration,22753,False,Ragtime,,Oscars
1982,Best Art Direction-Set Decoration,22752,False,Ragtime,,Oscars
1982,Best Art Direction-Set Decoration,23646,False,Ragtime,,Oscars
1982,Best Art Direction-Set Decoration,6279,False,Reds,,Oscars
1982,Best Art Direction-Set Decoration,25350,False,Reds,,Oscars
1982,Best Art Direction-Set Decoration,23274,False,The French Lieutenant's Woman,,Oscars
1982,Best Art Direction-Set Decoration,24536,False,The French Lieutenant's Woman,,Oscars
1982,Best Cinematography,21723,True,Reds,,Oscars
1982,Best Cinematography,10387,False,Excalibur,,Oscars
1982,Best Cinematography,26060,False,On Golden Pond,,Oscars
1982,Best Cinematography,21703,False,Ragtime,,Oscars
1982,Best Cinematography,21721,False,Raiders of the Lost Ark,,Oscars
1982,Best Costume Design,22382,True,Chariots of Fire,,Oscars
1982,Best Costume Design,4275,False,Pennies from Heaven,,Oscars
1982,Best Costume Design,23776,False,Ragtime,,Oscars
1982,Best Costume Design,25205,False,Reds,,Oscars
1982,Best Costume Design,25006,False,The French Lieutenant's Woman,,Oscars
1982,Best Director,21385,True,Reds,,Oscars
1982,Best Director,23654,False,Chariots of Fire,,Oscars
1982,Best Director,21459,False,Atlantic City,,Oscars
1982,Best Director,21946,False,On Golden Pond,,Oscars
1982,Best Director,21297,False,Raiders of the Lost Ark,,Oscars
1982,"Best Documentary, Features",25321,True,Genocide,,Oscars
1982,"Best Documentary, Features",23565,True,Genocide,,Oscars
1982,"Best Documentary, Features",22025,False,Against Wind and Tide: A Cuban Odyssey,,Oscars
1982,"Best Documentary, Features",24662,False,Against Wind and Tide: A Cuban Odyssey,,Oscars
1982,"Best Documentary, Features",22334,False,Against Wind and Tide: A Cuban Odyssey,,Oscars
1982,"Best Documentary, Features",1719,False,Brooklyn Bridge,,Oscars
1982,"Best Documentary, Features",22068,False,Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,,Oscars
1982,"Best Documentary, Features",25444,False,Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,,Oscars
1982,"Best Documentary, Features",22918,False,Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,,Oscars
1982,"Best Documentary, Features",25424,False,El Salvador: Another Vietnam,,Oscars
1982,"Best Documentary, Features",25849,False,El Salvador: Another Vietnam,,Oscars
1982,"Best Documentary, Short Subjects",24691,True,Close Harmony,,Oscars
1982,"Best Documentary, Short Subjects",21551,False,Americas in Transition,,Oscars
1982,"Best Documentary, Short Subjects",26164,False,Journey for Survival,,Oscars
1982,"Best Documentary, Short Subjects",22450,False,See What I Say,,Oscars
1982,"Best Documentary, Short Subjects",24061,False,See What I Say,,Oscars
1982,"Best Documentary, Short Subjects",25579,False,See What I Say,,Oscars
1982,"Best Documentary, Short Subjects",23412,False,Urge to Build,,Oscars
1982,"Best Documentary, Short Subjects",23613,False,Urge to Build,,Oscars
1982,"Best Effects, Visual Effects",2527,True,Raiders of the Lost Ark,,Oscars
1982,"Best Effects, Visual Effects",26015,True,Raiders of the Lost Ark,,Oscars
1982,"Best Effects, Visual Effects",24681,True,Raiders of the Lost Ark,,Oscars
1982,"Best Effects, Visual Effects",21564,True,Raiders of the Lost Ark,,Oscars
1982,"Best Effects, Visual Effects",24618,False,Dragonslayer,,Oscars
1982,"Best Effects, Visual Effects",25742,False,Dragonslayer,,Oscars
1982,"Best Effects, Visual Effects",25002,False,Dragonslayer,,Oscars
1982,"Best Effects, Visual Effects",8794,False,Dragonslayer,,Oscars
1982,Best Film Editing,23808,True,Raiders of the Lost Ark,,Oscars
1982,Best Film Editing,25021,False,Chariots of Fire,,Oscars
1982,Best Film Editing,26106,False,On Golden Pond,,Oscars
1982,Best Film Editing,21860,False,Reds,,Oscars
1982,Best Film Editing,24405,False,Reds,,Oscars
1982,Best Film Editing,22152,False,The French Lieutenant's Woman,,Oscars
1982,Best Makeup,284,True,An American Werewolf in London,,Oscars
1982,Best Makeup,26095,False,Heartbeeps,,Oscars
1982,"Best Music, Original Score",12301,True,Chariots of Fire,,Oscars
1982,"Best Music, Original Score",12284,False,Dragonslayer,,Oscars
1982,"Best Music, Original Score",12272,False,On Golden Pond,,Oscars
1982,"Best Music, Original Score",917,False,Ragtime,,Oscars
1982,"Best Music, Original Score",12098,False,Raiders of the Lost Ark,,Oscars
1982,"Best Music, Original Song",302,True,Arthur,"For the song ""Arthur's Theme (Best That You Can Do)""",Oscars
1982,"Best Music, Original Song",12127,True,Arthur,"For the song ""Arthur's Theme (Best That You Can Do)""",Oscars
1982,"Best Music, Original Song",2166,True,Arthur,"For the song ""Arthur's Theme (Best That You Can Do)""",Oscars
1982,"Best Music, Original Song",21864,True,Arthur,"For the song ""Arthur's Theme (Best That You Can Do)""",Oscars
1982,"Best Music, Original Song",12218,False,Endless Love,"For the song ""Endless Love""",Oscars
1982,"Best Music, Original Song",12256,False,For Your Eyes Only,"For the song ""For Your Eyes Only""",Oscars
1982,"Best Music, Original Song",27074,False,For Your Eyes Only,"For the song ""For Your Eyes Only""",Oscars
1982,"Best Music, Original Song",917,False,Ragtime,"For the song ""One More Hour""",Oscars
1982,"Best Music, Original Song",5387,False,The Great Muppet Caper,"For the song ""The First Time It Happens""",Oscars
1982,Best Picture,24975,True,Chariots of Fire,,Oscars
1982,Best Picture,23681,False,Atlantic City,,Oscars
1982,Best Picture,23189,False,On Golden Pond,,Oscars
1982,Best Picture,13598,False,Raiders of the Lost Ark,,Oscars
1982,Best Picture,21385,False,Reds,,Oscars
1982,"Best Short Film, Animated",21959,True,Crac,,Oscars
1982,"Best Short Film, Animated",6540,False,The Creation,,Oscars
1982,"Best Short Film, Animated",24861,False,The Tender Tale of Cinderella Penguin,,Oscars
1982,"Best Short Film, Live Action",23868,True,Violet,,Oscars
1982,"Best Short Film, Live Action",24114,True,Violet,,Oscars
1982,"Best Short Film, Live Action",24744,False,Couples and Robbers,,Oscars
1982,"Best Short Film, Live Action",25480,False,First Winter,,Oscars
1982,Best Sound,25847,True,Raiders of the Lost Ark,,Oscars
1982,Best Sound,24339,True,Raiders of the Lost Ark,,Oscars
1982,Best Sound,24001,True,Raiders of the Lost Ark,,Oscars
1982,Best Sound,22455,True,Raiders of the Lost Ark,,Oscars
1982,Best Sound,24940,False,On Golden Pond,,Oscars
1982,Best Sound,5568,False,On Golden Pond,,Oscars
1982,Best Sound,26055,False,Outland,,Oscars
1982,Best Sound,2980,False,Outland,,Oscars
1982,Best Sound,25712,False,Outland,,Oscars
1982,Best Sound,3124,False,Outland,,Oscars
1982,Best Sound,23939,False,Pennies from Heaven,,Oscars
1982,Best Sound,23439,False,Pennies from Heaven,,Oscars
1982,Best Sound,25801,False,Pennies from Heaven,,Oscars
1982,Best Sound,24779,False,Pennies from Heaven,,Oscars
1982,Best Sound,25884,False,Reds,,Oscars
1982,Best Sound,2731,False,Reds,,Oscars
1982,Best Sound,23853,False,Reds,,Oscars
1982,"Best Writing, Screenplay Based on Material from Another Medium",25727,True,On Golden Pond,,Oscars
1982,"Best Writing, Screenplay Based on Material from Another Medium",24942,False,Pennies from Heaven,,Oscars
1982,"Best Writing, Screenplay Based on Material from Another Medium",24956,False,Prince of the City,,Oscars
1982,"Best Writing, Screenplay Based on Material from Another Medium",503,False,Prince of the City,,Oscars
1982,"Best Writing, Screenplay Based on Material from Another Medium",26002,False,Ragtime,,Oscars
1982,"Best Writing, Screenplay Based on Material from Another Medium",22002,False,The French Lieutenant's Woman,,Oscars
1982,"Best Writing, Screenplay Written Directly for the Screen",26001,True,Chariots of Fire,,Oscars
1982,"Best Writing, Screenplay Written Directly for the Screen",24220,False,Absence of Malice,,Oscars
1982,"Best Writing, Screenplay Written Directly for the Screen",9987,False,Arthur,,Oscars
1982,"Best Writing, Screenplay Written Directly for the Screen",23357,False,Atlantic City,,Oscars
1982,"Best Writing, Screenplay Written Directly for the Screen",21385,False,Reds,,Oscars
1982,"Best Writing, Screenplay Written Directly for the Screen",23334,False,Reds,,Oscars
1983,Best Actor in a Leading Role,476,True,Gandhi,,Oscars
1983,Best Actor in a Leading Role,77,False,Tootsie,,Oscars
1983,Best Actor in a Leading Role,202,False,Missing,,Oscars
1983,Best Actor in a Leading Role,36,False,The Verdict,,Oscars
1983,Best Actor in a Leading Role,228,False,My Favorite Year,,Oscars
1983,Best Actor in a Supporting Role,443,True,An Officer and a Gentleman,,Oscars
1983,Best Actor in a Supporting Role,410,False,The Best Little Whorehouse in Texas,,Oscars
1983,Best Actor in a Supporting Role,21261,False,The Verdict,,Oscars
1983,Best Actor in a Supporting Role,499,False,The World According to Garp,,Oscars
1983,Best Actor in a Supporting Role,24957,False,Victor/Victoria,,Oscars
1983,Best Actress in a Leading Role,264,True,Sophie's Choice,,Oscars
1983,Best Actress in a Leading Role,279,False,An Officer and a Gentleman,,Oscars
1983,Best Actress in a Leading Role,486,False,Frances,,Oscars
1983,Best Actress in a Leading Role,118,False,Victor/Victoria,,Oscars
1983,Best Actress in a Leading Role,261,False,Missing,,Oscars
1983,Best Actress in a Supporting Role,486,True,Tootsie,,Oscars
1983,Best Actress in a Supporting Role,144,False,The World According to Garp,,Oscars
1983,Best Actress in a Supporting Role,6119,False,Frances,,Oscars
1983,Best Actress in a Supporting Role,277,False,Victor/Victoria,,Oscars
1983,Best Actress in a Supporting Role,21322,False,Tootsie,,Oscars
1983,Best Art Direction-Set Decoration,22599,True,Gandhi,,Oscars
1983,Best Art Direction-Set Decoration,23992,True,Gandhi,,Oscars
1983,Best Art Direction-Set Decoration,25350,True,Gandhi,,Oscars
1983,Best Art Direction-Set Decoration,23538,False,Annie,,Oscars
1983,Best Art Direction-Set Decoration,24298,False,Annie,,Oscars
1983,Best Art Direction-Set Decoration,24832,False,Blade Runner,,Oscars
1983,Best Art Direction-Set Decoration,25501,False,Blade Runner,,Oscars
1983,Best Art Direction-Set Decoration,22748,False,Blade Runner,,Oscars
1983,Best Art Direction-Set Decoration,642,False,La traviata,,Oscars
1983,Best Art Direction-Set Decoration,24980,False,La traviata,,Oscars
1983,Best Art Direction-Set Decoration,24358,False,Victor/Victoria,,Oscars
1983,Best Art Direction-Set Decoration,23674,False,Victor/Victoria,,Oscars
1983,Best Art Direction-Set Decoration,6001,False,Victor/Victoria,,Oscars
1983,Best Art Direction-Set Decoration,22572,False,Victor/Victoria,,Oscars
1983,Best Cinematography,26060,True,Gandhi,,Oscars
1983,Best Cinematography,25687,True,Gandhi,,Oscars
1983,Best Cinematography,21662,False,E.T. the Extra-Terrestrial,,Oscars
1983,Best Cinematography,21366,False,Sophie's Choice,,Oscars
1983,Best Cinematography,21732,False,The Boat,,Oscars
1983,Best Cinematography,21710,False,Tootsie,,Oscars
1983,Best Costume Design,24537,True,Gandhi,,Oscars
1983,Best Costume Design,21942,True,Gandhi,,Oscars
1983,Best Costume Design,25763,False,La traviata,,Oscars
1983,Best Costume Design,26110,False,Sophie's Choice,,Oscars
1983,Best Costume Design,23746,False,Tron,,Oscars
1983,Best Costume Design,24701,False,Tron,,Oscars
1983,Best Costume Design,4929,False,Victor/Victoria,,Oscars
1983,Best Director,21306,True,Gandhi,,Oscars
1983,Best Director,503,False,The Verdict,,Oscars
1983,Best Director,21297,False,E.T. the Extra-Terrestrial,,Oscars
1983,Best Director,554,False,Tootsie,,Oscars
1983,Best Director,21345,False,The Boat,,Oscars
1983,"Best Documentary, Features",26182,True,The Fifth Estate,,Oscars
1983,"Best Documentary, Features",26098,False,A Portrait of Giselle,,Oscars
1983,"Best Documentary, Features",23367,False,After the Axe,,Oscars
1983,"Best Documentary, Features",24213,False,After the Axe,,Oscars
1983,"Best Documentary, Features",23831,False,Ben's Mill,,Oscars
1983,"Best Documentary, Features",22437,False,Ben's Mill,,Oscars
1983,"Best Documentary, Features",25654,False,In Our Water,,Oscars
1983,"Best Documentary, Short Subjects",24051,True,If You Love This Planet,,Oscars
1983,"Best Documentary, Short Subjects",24643,True,If You Love This Planet,,Oscars
1983,"Best Documentary, Short Subjects",25078,False,Gods of Metal,,Oscars
1983,"Best Documentary, Short Subjects",23363,False,The Klan: A Legacy of Hate in America,,Oscars
1983,"Best Documentary, Short Subjects",25317,False,The Klan: A Legacy of Hate in America,,Oscars
1983,"Best Documentary, Short Subjects",4665,False,To Live or Let Die,,Oscars
1983,"Best Documentary, Short Subjects",21375,False,Traveling Hopefully,,Oscars
1983,"Best Effects, Sound Effects Editing",22373,True,E.T. the Extra-Terrestrial,,Oscars
1983,"Best Effects, Sound Effects Editing",22342,True,E.T. the Extra-Terrestrial,,Oscars
1983,"Best Effects, Sound Effects Editing",2734,False,Poltergeist,,Oscars
1983,"Best Effects, Sound Effects Editing",1151,False,Poltergeist,,Oscars
1983,"Best Effects, Sound Effects Editing",24053,False,The Boat,,Oscars
1983,"Best Effects, Visual Effects",25003,True,E.T. the Extra-Terrestrial,,Oscars
1983,"Best Effects, Visual Effects",24618,True,E.T. the Extra-Terrestrial,,Oscars
1983,"Best Effects, Visual Effects",25481,True,E.T. the Extra-Terrestrial,,Oscars
1983,"Best Effects, Visual Effects",25784,False,Blade Runner,,Oscars
1983,"Best Effects, Visual Effects",26173,False,Blade Runner,,Oscars
1983,"Best Effects, Visual Effects",22826,False,Blade Runner,,Oscars
1983,"Best Effects, Visual Effects",2527,False,Poltergeist,,Oscars
1983,"Best Effects, Visual Effects",26111,False,Poltergeist,,Oscars
1983,"Best Effects, Visual Effects",24681,False,Poltergeist,,Oscars
1983,Best Film Editing,22152,True,Gandhi,,Oscars
1983,Best Film Editing,6953,False,An Officer and a Gentleman,,Oscars
1983,Best Film Editing,24153,False,E.T. the Extra-Terrestrial,,Oscars
1983,Best Film Editing,24687,False,The Boat,,Oscars
1983,Best Film Editing,25562,False,Tootsie,,Oscars
1983,Best Film Editing,25563,False,Tootsie,,Oscars
1983,Best Makeup,24554,True,Quest for Fire,,Oscars
1983,Best Makeup,1702,True,Quest for Fire,,Oscars
1983,Best Makeup,25492,False,Gandhi,,Oscars
1983,"Best Music, Original Score",12098,True,E.T. the Extra-Terrestrial,,Oscars
1983,"Best Music, Original Score",12283,False,An Officer and a Gentleman,,Oscars
1983,"Best Music, Original Score",14133,False,Gandhi,,Oscars
1983,"Best Music, Original Score",993,False,Gandhi,,Oscars
1983,"Best Music, Original Score",11976,False,Poltergeist,,Oscars
1983,"Best Music, Original Score",998,False,Sophie's Choice,,Oscars
1983,"Best Music, Original Song",12283,True,An Officer and a Gentleman,"For the song ""Up Where We Belong"".",Oscars
1983,"Best Music, Original Song",25222,True,An Officer and a Gentleman,"For the song ""Up Where We Belong"".",Oscars
1983,"Best Music, Original Song",13317,True,An Officer and a Gentleman,"For the song ""Up Where We Belong"".",Oscars
1983,"Best Music, Original Song",12277,False,Best Friends,"For the song ""How Do You Keep the Music Playing?"".",Oscars
1983,"Best Music, Original Song",1445,False,Best Friends,"For the song ""How Do You Keep the Music Playing?"".",Oscars
1983,"Best Music, Original Song",836,False,Best Friends,"For the song ""How Do You Keep the Music Playing?"".",Oscars
1983,"Best Music, Original Song",26355,False,Rocky III,"For the song ""Eye of the Tiger"".",Oscars
1983,"Best Music, Original Song",25634,False,Rocky III,"For the song ""Eye of the Tiger"".",Oscars
1983,"Best Music, Original Song",12272,False,Tootsie,"For the song ""It Might Be You"".",Oscars
1983,"Best Music, Original Song",1445,False,Tootsie,"For the song ""It Might Be You"".",Oscars
1983,"Best Music, Original Song",836,False,Tootsie,"For the song ""It Might Be You"".",Oscars
1983,"Best Music, Original Song",12098,False,"Yes, Giorgio","For the song ""If We Were In Love"".",Oscars
1983,"Best Music, Original Song",1445,False,"Yes, Giorgio","For the song ""If We Were In Love"".",Oscars
1983,"Best Music, Original Song",836,False,"Yes, Giorgio","For the song ""If We Were In Love"".",Oscars
1983,"Best Music, Original Song Score and Its Adaptation or Best Adaptation Score",11979,True,Victor/Victoria,,Oscars
1983,"Best Music, Original Song Score and Its Adaptation or Best Adaptation Score",12524,True,Victor/Victoria,,Oscars
1983,"Best Music, Original Song Score and Its Adaptation or Best Adaptation Score",21738,False,Annie,,Oscars
1983,"Best Music, Original Song Score and Its Adaptation or Best Adaptation Score",12075,False,One from the Heart,,Oscars
1983,Best Picture,21306,True,Gandhi,,Oscars
1983,Best Picture,21297,False,E.T. the Extra-Terrestrial,,Oscars
1983,Best Picture,21626,False,E.T. the Extra-Terrestrial,,Oscars
1983,Best Picture,24124,False,Missing,,Oscars
1983,Best Picture,24128,False,Missing,,Oscars
1983,Best Picture,21646,False,The Verdict,,Oscars
1983,Best Picture,11903,False,The Verdict,,Oscars
1983,Best Picture,554,False,Tootsie,,Oscars
1983,Best Picture,25072,False,Tootsie,,Oscars
1983,"Best Short Film, Animated",25213,True,Tango,,Oscars
1983,"Best Short Film, Animated",6540,False,The Great Cognito,,Oscars
1983,"Best Short Film, Animated",22505,False,The Snowman,,Oscars
1983,"Best Short Film, Live Action",24744,True,A Shocking Accident,,Oscars
1983,"Best Short Film, Live Action",25136,False,Ballet Robotique,,Oscars
1983,"Best Short Film, Live Action",25256,False,Split Cherry Tree,,Oscars
1983,"Best Short Film, Live Action",21509,False,Sredni Vashtar,,Oscars
1983,"Best Short Film, Live Action",25813,False,The Silence,,Oscars
1983,"Best Short Film, Live Action",22073,False,The Silence,,Oscars
1983,Best Sound,23925,True,E.T. the Extra-Terrestrial,,Oscars
1983,Best Sound,23208,True,E.T. the Extra-Terrestrial,,Oscars
1983,Best Sound,2377,True,E.T. the Extra-Terrestrial,,Oscars
1983,Best Sound,22384,True,E.T. the Extra-Terrestrial,,Oscars
1983,Best Sound,21809,False,Gandhi,,Oscars
1983,Best Sound,24726,False,Gandhi,,Oscars
1983,Best Sound,22022,False,Gandhi,,Oscars
1983,Best Sound,23853,False,Gandhi,,Oscars
1983,Best Sound,22197,False,The Boat,,Oscars
1983,Best Sound,24978,False,The Boat,,Oscars
1983,Best Sound,24053,False,The Boat,,Oscars
1983,Best Sound,24892,False,Tootsie,,Oscars
1983,Best Sound,23084,False,Tootsie,,Oscars
1983,Best Sound,7526,False,Tootsie,,Oscars
1983,Best Sound,24049,False,Tootsie,,Oscars
1983,Best Sound,4643,False,Tron,,Oscars
1983,Best Sound,24511,False,Tron,,Oscars
1983,Best Sound,4642,False,Tron,,Oscars
1983,Best Sound,24029,False,Tron,,Oscars
1983,"Best Writing, Screenplay Based on Material from Another Medium",21517,True,Missing,,Oscars
1983,"Best Writing, Screenplay Based on Material from Another Medium",25586,True,Missing,,Oscars
1983,"Best Writing, Screenplay Based on Material from Another Medium",21466,False,Sophie's Choice,,Oscars
1983,"Best Writing, Screenplay Based on Material from Another Medium",21345,False,The Boat,,Oscars
1983,"Best Writing, Screenplay Based on Material from Another Medium",212,False,The Verdict,,Oscars
1983,"Best Writing, Screenplay Based on Material from Another Medium",413,False,Victor/Victoria,,Oscars
1983,"Best Writing, Screenplay Written Directly for the Screen",22264,True,Gandhi,,Oscars
1983,"Best Writing, Screenplay Written Directly for the Screen",25588,False,An Officer and a Gentleman,,Oscars
1983,"Best Writing, Screenplay Written Directly for the Screen",496,False,Diner,,Oscars
1983,"Best Writing, Screenplay Written Directly for the Screen",24350,False,E.T. the Extra-Terrestrial,,Oscars
1983,"Best Writing, Screenplay Written Directly for the Screen",2918,False,Tootsie,,Oscars
1983,"Best Writing, Screenplay Written Directly for the Screen",25291,False,Tootsie,,Oscars
1983,"Best Writing, Screenplay Written Directly for the Screen",24401,False,Tootsie,,Oscars
1984,Best Actor in a Leading Role,161,True,Tender Mercies,,Oscars
1984,Best Actor in a Leading Role,422,False,The Dresser,,Oscars
1984,Best Actor in a Leading Role,137,False,Educating Rita,,Oscars
1984,Best Actor in a Leading Role,21516,False,"Reuben, Reuben",,Oscars
1984,Best Actor in a Leading Role,2121,False,The Dresser,,Oscars
1984,Best Actor in a Supporting Role,11991,True,Terms of Endearment,,Oscars
1984,Best Actor in a Supporting Role,410,False,To Be or Not to Be,,Oscars
1984,Best Actor in a Supporting Role,499,False,Terms of Endearment,,Oscars
1984,Best Actor in a Supporting Role,608,False,Cross Creek,,Oscars
1984,Best Actor in a Supporting Role,588,False,The Right Stuff,,Oscars
1984,Best Actress in a Leading Role,209,True,Terms of Endearment,,Oscars
1984,Best Actress in a Leading Role,279,False,Terms of Endearment,,Oscars
1984,Best Actress in a Leading Role,288,False,Testament,,Oscars
1984,Best Actress in a Leading Role,25921,False,Educating Rita,,Oscars
1984,Best Actress in a Leading Role,264,False,Silkwood,,Oscars
1984,Best Actress in a Supporting Role,21443,True,The Year of Living Dangerously,,Oscars
1984,Best Actress in a Supporting Role,963,False,Cross Creek,,Oscars
1984,Best Actress in a Supporting Role,12049,False,Yentl,,Oscars
1984,Best Actress in a Supporting Role,11999,False,Silkwood,,Oscars
1984,Best Actress in a Supporting Role,144,False,The Big Chill,,Oscars
1984,Best Art Direction-Set Decoration,21938,True,Fanny and Alexander,,Oscars
1984,Best Art Direction-Set Decoration,24144,True,Fanny and Alexander,,Oscars
1984,Best Art Direction-Set Decoration,25063,False,Star Wars: Episode VI - Return of the Jedi,,Oscars
1984,Best Art Direction-Set Decoration,23598,False,Star Wars: Episode VI - Return of the Jedi,,Oscars
1984,Best Art Direction-Set Decoration,25307,False,Star Wars: Episode VI - Return of the Jedi,,Oscars
1984,Best Art Direction-Set Decoration,23030,False,Star Wars: Episode VI - Return of the Jedi,,Oscars
1984,Best Art Direction-Set Decoration,24915,False,Terms of Endearment,,Oscars
1984,Best Art Direction-Set Decoration,24476,False,Terms of Endearment,,Oscars
1984,Best Art Direction-Set Decoration,5138,False,Terms of Endearment,,Oscars
1984,Best Art Direction-Set Decoration,24541,False,Terms of Endearment,,Oscars
1984,Best Art Direction-Set Decoration,23901,False,The Right Stuff,,Oscars
1984,Best Art Direction-Set Decoration,4073,False,The Right Stuff,,Oscars
1984,Best Art Direction-Set Decoration,22377,False,The Right Stuff,,Oscars
1984,Best Art Direction-Set Decoration,25144,False,The Right Stuff,,Oscars
1984,Best Art Direction-Set Decoration,24946,False,The Right Stuff,,Oscars
1984,Best Art Direction-Set Decoration,24659,False,The Right Stuff,,Oscars
1984,Best Art Direction-Set Decoration,25907,False,Yentl,,Oscars
1984,Best Art Direction-Set Decoration,25756,False,Yentl,,Oscars
1984,Best Art Direction-Set Decoration,22692,False,Yentl,,Oscars
1984,Best Cinematography,21702,True,Fanny and Alexander,,Oscars
1984,Best Cinematography,24871,False,Flashdance,,Oscars
1984,Best Cinematography,22749,False,The Right Stuff,,Oscars
1984,Best Cinematography,21671,False,WarGames,,Oscars
1984,Best Cinematography,26075,False,Zelig,,Oscars
1984,Best Costume Design,25885,True,Fanny and Alexander,,Oscars
1984,Best Costume Design,25757,False,Cross Creek,,Oscars
1984,Best Costume Design,25707,False,Heart Like a Wheel,,Oscars
1984,Best Costume Design,24299,False,The Return of Martin Guerre,,Oscars
1984,Best Costume Design,24184,False,Zelig,,Oscars
1984,Best Director,349,True,Terms of Endearment,,Oscars
1984,Best Director,21390,False,Tender Mercies,,Oscars
1984,Best Director,21245,False,Fanny and Alexander,,Oscars
1984,Best Director,15903,False,Silkwood,,Oscars
1984,Best Director,26149,False,The Dresser,,Oscars
1984,"Best Documentary, Features",648,True,He Makes Me Feel Like Dancin',,Oscars
1984,"Best Documentary, Features",23951,False,Children of Darkness,,Oscars
1984,"Best Documentary, Features",22462,False,Children of Darkness,,Oscars
1984,"Best Documentary, Features",22547,False,First Contact,,Oscars
1984,"Best Documentary, Features",21894,False,First Contact,,Oscars
1984,"Best Documentary, Features",23907,False,Seeing Red,,Oscars
1984,"Best Documentary, Features",25040,False,Seeing Red,,Oscars
1984,"Best Documentary, Features",22310,False,The Profession of Arms,,Oscars
1984,"Best Documentary, Features",25866,False,The Profession of Arms,,Oscars
1984,"Best Documentary, Short Subjects",25330,True,Flamenco at 5:15,,Oscars
1984,"Best Documentary, Short Subjects",25658,True,Flamenco at 5:15,,Oscars
1984,"Best Documentary, Short Subjects",22280,False,Ihr zent frei,,Oscars
1984,"Best Documentary, Short Subjects",24004,False,Ihr zent frei,,Oscars
1984,"Best Documentary, Short Subjects",25855,False,In the Nuclear Shadow: What Can the Children Tell Us?,,Oscars
1984,"Best Documentary, Short Subjects",25709,False,In the Nuclear Shadow: What Can the Children Tell Us?,,Oscars
1984,"Best Documentary, Short Subjects",22798,False,Sewing Woman,,Oscars
